real_project,p_typo,typosquat,namesquat,harmful,mal_code_file
oscrypto,recrypto,True,False,False,
oscrypto,xscrypto,True,False,False,
oscrypto,xcrypto,True,False,False,
oscrypto,ezcrypto,True,False,False,
et-xmlfile,etxmlfile,True,False,False,
et-xmlfile,et_xmlfile,True,False,False,
plotly,mplotly,True,False,False,
sentry-sdk,sentrysdk,True,False,False,
sentry-sdk,centrysdk,True,False,False,
ply,plyr,True,False,False,
ply,pls,True,False,False,
ply,plc,True,False,False,
ply,plyj,True,False,False,
ply,mly,True,False,False,
ply,pll,True,False,False,
ply,pyy,True,False,False,
ply,oply,True,False,False,
ply,play,True,False,False,
ply,plz,True,False,False,
ply,ly,True,False,False,
selenium,netlenium,True,False,False,
selenium,sgselenium,True,False,False,
selenium,seleniumpm,True,False,False,
selenium,selenic,True,False,False,
bs4,bsg,True,False,False,
bs4,bsv,True,False,False,
bs4,bsc,True,False,False,
bs4,b64,True,False,False,
opt-einsum,opteinsum,True,False,False,
snowflake-connector-python,snowflakeconnectorpython,True,False,False,
mypy-extensions,mypyextensions,True,False,False,
nose,jose,True,False,False,
nose,nosk,True,False,False,
nose,nosy,True,False,False,
nose,noise,True,False,False,
nose,note,True,False,False,
nose,rose,True,False,False,
nose,hose,True,False,False,
nose,fose,True,False,False,
nose,nope,True,False,False,
toolz,tool,True,False,False,
toolz,rtoolz,True,False,False,
setuptools-scm,setuptoolsscm,True,False,False,
setuptools-scm,setuptools-ci,True,False,False,
python-dotenv,pythondotenv,True,False,False,
unidecode,dmidecode,True,False,False,
ijson,bjson,True,False,False,
ijson,ejson,True,False,False,
ijson,injson,True,False,False,
ijson,ojson,True,False,False,
ijson,rjson,True,False,False,
ijson,pjson,True,False,False,
ijson,mjson,True,False,False,
amqp,zamqp,True,False,False,
amqp,amp,True,False,False,
html5lib,htmlib,True,False,False,
azure-mgmt-resource,azuremgmtresource,True,False,False,
querystring-parser,querystringparser,True,False,False,
sklearn,klearn,True,False,False,
sklearn,fklearn,True,False,False,
mlflow,mflow,True,False,False,
mlflow,dlflow,True,False,False,
thrift,thriftr,True,False,False,
functools32,functoolsex,True,False,False,
functools32,functools,True,True,False,
keras,keres,True,False,False,
keras,keris,True,False,False,
secretstorage,secret-storage,True,False,False,
opencv-python,openbci-python,True,False,False,
opencv-python,opencc-python,True,False,False,
opencv-python,opencvpython,True,False,False,
readme-renderer,readmerenderer,True,False,False,
djangorestframework,django-restframework,True,False,False,
djangorestframework,django-rest-framework,True,False,False,
mozlog,mlzlog,True,False,False,
lockfile,log-file,True,False,False,
lockfile,zclockfile,True,False,False,
lockfile,yglockfile,True,False,False,
lockfile,lnkfile,True,False,False,
imagesize,imgsize,True,False,False,
imagesize,imagelite,True,False,False,
alabaster,allabaster,True,False,False,
mozrunner,mcrunner,True,False,False,
mozrunner,comrunner,True,False,False,
gorilla,gorille,True,False,False,
gorilla,gorella,True,False,False,
gorilla,gorillaz,True,False,False,
arrow,harrow,True,False,False,
virtualenv-clone,virtualenvclone,True,False,False,
graphviz,graphmin,True,False,False,
graphviz,graphit,True,False,False,
graphviz,graphlib,True,False,False,
graphviz,graphgit,True,False,False,
google-cloud-pubsub,googlecloudpubsub,True,False,False,
python-jose,python-eos,True,False,False,
python-jose,python-fse,True,False,False,
python-jose,python-node,True,False,False,
python-jose,pythonjose,True,False,False,
python-jose,python-wise,True,False,False,
python-jose,python-qosf,True,False,False,
shapely,sharely,True,False,False,
tox,tex,True,False,False,
tox,ctox,True,False,False,
tox,tow,True,False,False,
tox,to,True,False,False,
tox,fox,True,False,False,
tox,mox,True,False,False,
tox,tx,True,False,False,
tox,tor,True,False,False,
tox,toc,True,False,False,
tox,tlx,True,False,False,
tox,ox,True,False,False,
tox,tbox,True,False,False,
tox,tod,True,False,False,
pytest-mock,pytestmock,True,False,False,
pytest-mock,pytest-doc,True,False,False,
pytest-mock,pytest-moto,True,False,False,
azure-mgmt-storage,azuremgmtstorage,True,False,False,
vine,vins,True,False,False,
vine,vane,True,False,False,
vine,vipe,True,False,False,
vine,sine,True,False,False,
vine,line,True,False,False,
vine,vibe,True,False,False,
pipenv,phpenv,True,False,False,
pipenv,pi-env,True,False,False,
ua-parser,og-parser,True,False,False,
ua-parser,harparser,True,False,False,
ua-parser,nagparser,True,False,False,
ua-parser,k-parser,True,False,False,
ua-parser,u2parser,True,False,False,
ua-parser,akparser,True,False,False,
prometheus-flask-exporter,prometheusflaskexporter,True,False,False,
watchdog,watch-do,True,False,False,
python-levenshtein,pythonlevenshtein,True,False,False,
inflection,inflation,True,False,False,
inflection,inflexion,True,False,False,
flask-sqlalchemy,flasksqlalchemy,True,False,False,
pytest-forked,pytestforked,True,False,False,
tensorboard-plugin-wit,tensorboardpluginwit,True,False,False,
faker,baker,True,False,False,
faker,faber,True,False,False,
faker,fake,True,False,False,
faker,fakes,True,False,False,
faker,flaker,True,False,False,
faker,aker,True,False,False,
faker,fakery,True,False,False,
faker,maker,True,False,False,
seaborn,iseaborn,True,False,False,
dask,cask,True,False,False,
dask,rask,True,False,False,
dask,dosk,True,False,False,
asgiref,wsgiref,True,True,False,
patsy,pansy,True,False,False,
iso8601,iso-8601,True,False,False,
flask-cors,flaskcors,True,False,False,
flask-cors,flask-orm,True,False,False,
flask-cors,flask-docs,True,False,False,
pytzdata,pymudata,True,False,False,
discord-py,discordpy,True,False,False,
imageio,cimageio,True,False,False,
responses,responsys,True,False,False,
responses,aresponses,True,False,False,
scikit-image,scikitimage,True,False,False,
jsonpointer,json_pointer,True,False,False,
kafka-python,kafkapython,True,False,False,
pygsheets,pysheets,True,False,False,
pytest-xdist,pytestxdist,True,False,False,
python-http-client,pythonhttpclient,True,False,False,
azure-datalake-store,azuredatalakestore,True,False,False,
pathtools,papitools,True,False,False,
pathtools,passtools,True,False,False,
pathtools,pithytools,True,False,False,
pathtools,mathtools,True,False,False,
pathtools,patools,True,False,False,
pathtools,datetools,True,False,False,
pathtools,patchtools,True,False,False,
colorlog,colorlogs,True,False,False,
colorlog,colorlab,True,False,False,
hvac,hmac,True,True,False,
torch,vtorch,True,False,False,
torch,worch,True,False,False,
torch,ctorch,True,False,False,
torch,torc,True,False,False,
texttable,testtable,True,False,False,
texttable,texttables,True,False,False,
sendgrid,pysendgrid,True,False,False,
sendgrid,ledgrid,True,False,False,
apache-beam,apachebeam,True,False,False,
bottle,rbottle,True,False,False,
deprecated,deprecator,True,False,False,
sphinxcontrib-serializinghtml,sphinxcontribserializinghtml,True,False,False,
sphinxcontrib-htmlhelp,sphinxcontribhtmlhelp,True,False,False,
sphinxcontrib-applehelp,sphinxcontribapplehelp,True,False,False,
sphinxcontrib-devhelp,sphinxcontribdevhelp,True,False,False,
sphinxcontrib-qthelp,sphinxcontribqthelp,True,False,False,
configobj,configo,True,False,False,
configobj,confobj,True,False,False,
configobj,configdb,True,False,False,
blinker,slinker,True,False,False,
blinker,linker,True,False,False,
blinker,blinder,True,False,False,
docker-pycreds,dockerpycreds,True,False,False,
jsonpatch,pjsonpath,True,False,False,
jsonpatch,jsonmatch,True,False,False,
blobfile,blogofile,True,False,False,
pysftp,pysfp,True,False,False,
pysftp,psftp,True,False,False,
azure-mgmt-containerregistry,azuremgmtcontainerregistry,True,False,False,
sphinxcontrib-jsmath,sphinxcontribjsmath,True,False,False,
wtforms,wtform,True,False,False,
twisted,twistes,True,False,False,
twisted,twister,True,False,False,
twisted,gtwisted,True,False,False,
backports-weakref,backportsweakref,True,False,False,
azure-storage-queue,azurestoragequeue,True,False,False,
avro-python3,avropython3,True,False,False,
mysql-connector-python,mysqlconnectorpython,True,False,False,
zope-event,zopeevent,True,False,False,
ndg-httpsclient,ndghttpsclient,True,False,False,
statsd,stats,True,False,False,
statsd,gstatsd,True,False,False,
azure-mgmt-network,azuremgmtnetwork,True,False,False,
azure-mgmt-keyvault,azuremgmtkeyvault,True,False,False,
croniter,chroniker,True,False,False,
croniter,cronner,True,False,False,
croniter,cronitor,True,False,False,
deepdiff,deepify,True,False,False,
deepdiff,deepdict,True,False,False,
deepdiff,deepdist,True,False,False,
deepdiff,pydeepdiff,True,False,False,
python-magic,pythonmagic,True,False,False,
retry,retryp,True,False,False,
retry,retpy,True,False,False,
retry,retryd,True,False,False,
automat,automata,True,False,False,
automat,auromat,True,False,False,
automat,automa,True,False,False,
azure-mgmt-nspkg,azuremgmtnspkg,True,False,False,
constantly,constants,True,False,False,
hyperlink,hyperlite,True,False,False,
django-cors-headers,djangocorsheaders,True,False,False,
numba,rumba,True,False,False,
google-cloud-datastore,googleclouddatastore,True,False,False,
idna-ssl,idnassl,True,False,False,
mozprocess,oocprocess,True,False,False,
mozprocess,mockprocess,True,False,False,
python-json-logger,pythonjsonlogger,True,False,False,
python-json-logger,python-jsonlogger,True,False,False,
python-json-logger,pythonjson-logger,True,False,False,
msal,mmal,True,False,False,
msal,msa,True,False,False,
msal,myal,True,False,False,
msal,sal,True,False,False,
msal,msql,True,False,False,
msal,meal,True,False,False,
msal,msat,True,False,False,
jsondiff,jsondiff2,True,False,False,
jsondiff,jsondict,True,False,False,
prettytable,lprettytable,True,False,False,
pyproj,pypro,True,False,False,
pyproj,pyprob,True,False,False,
pyproj,pyprop,True,False,False,
tblib,wblib,True,False,False,
tblib,fblib,True,False,False,
tblib,tflib,True,False,False,
tblib,tmlib,True,False,False,
tblib,talib,True,False,False,
tblib,tdlib,True,False,False,
geoip2,geoip,True,False,False,
geoip2,getip2,True,False,False,
azure-mgmt-compute,azuremgmtcompute,True,False,False,
nodeenv,noseenv,True,False,False,
pydot,pydoo,True,False,False,
pydot,pydot3,True,False,False,
pydot,pydoe,True,False,False,
pydot,pywot,True,False,False,
pydot,pydom,True,False,False,
pydot,pydots,True,False,False,
pydot,pydon,True,False,False,
pydot,pydht,True,False,False,
identify,midentify,True,False,False,
identify,eventify,True,False,False,
identify,entify,True,False,False,
identify,pydentify,True,False,False,
identify,identi,True,False,False,
pypandoc,py-pandoc,True,False,False,
pypandoc,pypandas,True,False,False,
pypandoc,pyopendoc,True,False,False,
pypandoc,pypardot,True,False,False,
pypandoc,pyandor,True,False,False,
pypandoc,pyandoc,True,False,False,
python-daemon,pythondaemon,True,False,False,
azure-keyvault,azurekeyvault,True,False,False,
azure-mgmt-authorization,azuremgmtauthorization,True,False,False,
pre-commit,precommit,True,False,False,
flask-wtf,flask-spf,True,False,False,
flask-wtf,flaskjwt,True,False,False,
flask-wtf,flaskwtf,True,False,False,
flask-wtf,flask-ws,True,False,False,
flask-wtf,flask-wat,True,False,False,
pyglet,piglet,True,False,False,
pyglet,pyplet,True,False,False,
pyglet,peglet,True,False,False,
azure-graphrbac,azuregraphrbac,True,False,False,
docker-compose,docker-compost,True,False,False,
docker-compose,dockercompose,True,False,False,
service-identity,serviceidentity,True,False,False,
geopy,gpopy,True,False,False,
geopy,neopy,True,False,False,
geopy,goopy,True,False,False,
geopy,geospy,True,False,False,
geopy,gempy,True,False,False,
geopy,geops,True,False,False,
geopy,glopy,True,False,False,
python-slugify,pythonslugify,True,False,False,
sphinx-rtd-theme,sphinxrtdtheme,True,False,False,
gspread,spread,True,False,False,
gspread,gspreed,True,False,False,
google-cloud,googlecloud,True,False,False,
zope-deprecation,zopedeprecation,True,False,False,
pyserial,fserial,True,False,False,
pyserial,serial,True,False,False,
uwsgi,ewsgi,True,False,False,
uwsgi,awsgi,True,False,False,
sh,fh,True,False,False,
sh,sq,True,False,False,
sh,smh,True,False,False,
sh,zh,True,False,False,
sh,ash,True,False,False,
sh,jh,True,False,False,
sh,dh,True,False,False,
sh,qsh,True,False,False,
sh,csh,True,False,False,
sh,oh,True,False,False,
sh,wh,True,False,False,
sh,sl,True,False,False,
sh,ksh,True,False,False,
sh,shw,True,False,False,
sh,ss,True,False,False,
sh,s6,True,False,False,
sh,st,True,False,False,
sh,ush,True,False,False,
sh,h,True,False,False,
sh,sw,True,False,False,
sh,lsh,True,False,False,
sh,shh,True,False,False,
sh,hsh,True,False,False,
sh,si,True,False,False,
sh,shy,True,False,False,
sh,sp,True,False,False,
sh,sr,True,False,False,
sh,uh,True,False,False,
sh,sv,True,False,False,
aws-xray-sdk,awsxraysdk,True,False,False,
dockerpty,dockerpy,True,False,False,
pydantic,dydantic,True,False,False,
pydantic,pylastic,True,False,False,
lz4,z4,True,False,False,
lz4,lz4a,True,False,False,
azure-cosmosdb-table,azurecosmosdbtable,True,False,False,
elasticsearch-dsl,elasticsearch8-dsl,True,False,False,
elasticsearch-dsl,elasticsearch1-dsl,True,False,False,
elasticsearch-dsl,elasticsearch9-dsl,True,False,False,
elasticsearch-dsl,elasticsearchdsl,True,False,False,
elasticsearch-dsl,elasticsearch1dsl,True,False,False,
elasticsearch-dsl,elasticsearch10-dsl,True,False,False,
scp,jcp,True,False,False,
scp,sco,True,False,False,
scp,sc2,True,False,False,
scp,svp,True,False,False,
scp,acp,True,False,False,
scp,scw,True,False,False,
scp,spp,True,False,False,
scp,sup,True,False,False,
scp,kcp,True,False,False,
scp,sct,True,False,False,
scp,snp,True,False,False,
scp,scm,True,False,False,
scp,ccp,True,False,False,
scp,sca,True,False,False,
scp,ssp,True,False,False,
scp,smcp,True,False,False,
scp,vcp,True,False,False,
scp,scpy,True,False,False,
scp,scrp,True,False,False,
scp,smp,True,False,False,
scp,sp,True,False,False,
scp,scb,True,False,False,
scp,syp,True,False,False,
scp,mcp,True,False,False,
grpcio-tools,grpciotools,True,False,False,
grpcio-tools,grpc-tools,True,False,False,
pyaml,paml,True,False,False,
pyaml,eyaml,True,False,False,
pyaml,pyam,True,False,False,
pyaml,pyacl,True,False,False,
pyaml,pyhaml,True,False,False,
pyaml,pyrml,True,False,False,
pyaml,byaml,True,False,False,
pyaml,pyfml,True,False,False,
pyaml,pya2l,True,False,False,
pyaml,pyamf,True,False,False,
pyaml,pycml,True,False,False,
pyaml,pytml,True,False,False,
pyaml,pyamp,True,False,False,
pyaml,xyaml,True,False,False,
pyaml,pyams,True,False,False,
s3cmd,skcmd,True,False,False,
s3cmd,shcmd,True,False,False,
msal-extensions,msalextensions,True,False,False,
django-filter,django-files,True,False,False,
django-filter,django-silver,True,False,False,
django-filter,djangofiler,True,False,False,
django-filter,djangofilter,True,False,False,
django-filter,djangofilters,True,False,False,
django-filter,django-viter,True,False,False,
requests-file,requestsfile,True,False,False,
azure-batch,azurebatch,True,False,False,
google-cloud-bigtable,googlecloudbigtable,True,False,False,
aws-sam-translator,awssamtranslator,True,False,False,
google-gax,googlegax,True,False,False,
pycurl,pycurlb,True,False,False,
pycurl,pycurly,True,False,False,
pycurl,mycurl,True,False,False,
pycurl,pycure,True,False,False,
user-agents,useragent,True,False,False,
user-agents,useragents,True,False,False,
azure-cosmosdb-nspkg,azurecosmosdbnspkg,True,False,False,
pathlib,patalib,True,False,False,
pathlib,athlib,True,False,False,
pytest-timeout,pytesttimeout,True,False,False,
sentencepiece,tfsentencepiece,True,False,False,
pika,pipa,True,False,False,
pika,puka,True,False,False,
pika,peka,True,False,False,
pika,pikka,True,False,False,
pika,picka,True,False,False,
pika,pida,True,False,False,
simple-salesforce,simplesalesforce,True,False,False,
raven,ramen,True,False,False,
raven,ravn,True,False,False,
raven,ravenc,True,False,False,
raven,haven,True,False,False,
holidays,holiday,True,False,False,
mmh3,mmh,True,False,False,
django-extensions,djangoextensions,True,False,False,
influxdb,influxer,True,False,False,
munch,lunch,True,False,False,
munch,punch,True,False,False,
semantic-version,semanticversion,True,False,False,
sqlalchemy-utils,sqlalchemyutils,True,False,False,
junit-xml,junitxml,True,False,False,
gym,gpym,True,False,False,
gym,gum,True,False,False,
gym,gem,True,False,False,
gym,gdm,True,False,False,
gym,gymz,True,False,False,
gym,gnm,True,False,False,
gym,gfm,True,False,False,
gym,gsm,True,False,False,
gym,gmm,True,False,False,
gym,gyt,True,False,False,
gym,gym3,True,False,False,
gym,gcm,True,False,False,
gym,tgym,True,False,False,
google-apitools,googleapitools,True,False,False,
pysocks,pylocks,True,False,False,
pysocks,pysocks5,True,False,False,
python3-openid,python3openid,True,False,False,
python3-openid,pythonopenid,True,False,False,
flask-login,flasklogin,True,False,False,
flask-login,flask-logging,True,False,False,
flask-login,flask-r-login,True,False,False,
configargparse,confargparse,True,False,False,
configargparse,configargparser,True,False,False,
configargparse,config-argparse,True,False,False,
azure-kusto-data,azurekustodata,True,False,False,
sympy,svmpy,True,False,False,
sympy,stmpy,True,False,False,
sympy,dympy,True,False,False,
sympy,smpy,True,False,False,
sympy,sdmpy,True,False,False,
sympy,sempy,True,False,False,
sympy,sompy,True,False,False,
sympy,sqmpy,True,False,False,
h11,h1,True,False,False,
distributed,distributex,True,False,False,
distributed,distributio,True,False,False,
distributed,distribute,True,False,False,
datetime,datemike,True,False,False,
datetime,t_datetime,True,False,False,
invoke,invoker,True,False,False,
twine,twins,True,False,False,
twine,twinge,True,False,False,
twine,swine,True,False,False,
twine,twone,True,False,False,
pip-tools,fipy-tools,True,False,False,
pip-tools,sio-tools,True,False,False,
pip-tools,miptools,True,False,False,
pip-tools,p3d-tools,True,False,False,
pip-tools,papitools,True,False,False,
pip-tools,piptool,True,False,False,
pip-tools,pyup-tools,True,False,False,
pip-tools,ziptools,True,False,False,
pip-tools,piptools,True,False,False,
pip-tools,ii-tools,True,False,False,
pip-tools,fin-tools,True,False,False,
pip-tools,pypi-tools,True,False,False,
pip-tools,bi-tools,True,False,False,
pip-tools,pe-tools,True,False,False,
pip-tools,py-tools,True,False,False,
azure-mgmt-sql,azuremgmtsql,True,False,False,
moto,mogo,True,False,False,
moto,oto,True,False,False,
moto,mito,True,False,False,
moto,momo,True,False,False,
moto,koto,True,False,False,
moto,muto,True,False,False,
moto,moth,True,False,False,
requests-aws4auth,requestsaws4auth,True,False,False,
tomlkit,toolkit,True,False,False,
cerberus,cerberos,True,False,False,
hdfs,hfs,True,False,False,
pycountry,ip2country,True,False,False,
pycountry,pycounters,True,False,False,
azure-mgmt-rdbms,azuremgmtrdbms,True,False,False,
humanize,humansize,True,False,False,
webob,webb,True,False,False,
heapdict,headit,True,False,False,
heapdict,deepdict,True,False,False,
jellyfish,jellyfin,True,False,False,
jellyfish,yelljfish,True,False,False,
spacy,space,True,False,False,
spacy,spicy,True,False,False,
spacy,spack,True,False,False,
google-cloud-spanner,googlecloudspanner,True,False,False,
jira,jia,True,False,False,
jira,pjira,True,False,False,
jira,jdra,True,False,False,
jpype1,jpypex,True,False,False,
zict,xict,True,False,False,
zict,zikt,True,False,False,
django-storages,djangostorages,True,False,False,
django-storages,django-gstorage,True,False,False,
django-storages,django-stories,True,False,False,
pygithub,kpygithub,True,False,False,
pygithub,pybothub,True,False,False,
pygithub,pygithub33,True,False,False,
pygithub,pybithumb,True,False,False,
pygithub,pygithub3,True,False,False,
pygithub,mygithub,True,False,False,
pygithub,wp2github,True,False,False,
pygithub,py_github3,True,False,False,
flask-restful,flaskrestful,True,False,False,
azure-mgmt-batch,azuremgmtbatch,True,False,False,
ipdb,rpdb,True,False,False,
ipdb,ispdb,True,False,False,
ipdb,ibdb,True,False,False,
ipdb,npdb,True,False,False,
ipdb,ipnb,True,False,False,
ipdb,indb,True,False,False,
ipdb,ipd,True,False,False,
fire,fibre,True,False,False,
fire,ffire,True,False,False,
fire,five,True,False,False,
fire,fyre,True,False,False,
fire,tire,True,False,False,
fire,gire,True,False,False,
azure-mgmt-web,azuremgmtweb,True,False,False,
yamllint,yamline,True,False,False,
azure-mgmt-monitor,azuremgmtmonitor,True,False,False,
python-pam,python-gcm,True,False,False,
python-pam,python-at,True,False,False,
python-pam,python-olm,True,False,False,
python-pam,python-vim,True,False,False,
python-pam,python-apm,True,False,False,
python-pam,python-pit,True,False,False,
python-pam,python-iam,True,False,False,
python-pam,python-wax,True,False,False,
python-pam,python-cim,True,False,False,
python-pam,python-pid,True,False,False,
python-pam,python-pcl,True,False,False,
python-pam,python-saml,True,False,False,
python-pam,pythonpam,True,False,False,
python-pam,python-zpar,True,False,False,
uvloop,evloop,True,False,False,
requests-mock,requestsmock,True,False,False,
azure-mgmt-devtestlabs,azuremgmtdevtestlabs,True,False,False,
factory-boy,factoryboy,True,False,False,
azure-mgmt-cosmosdb,azuremgmtcosmosdb,True,False,False,
azure-storage,azurestorage,True,False,False,
azure-servicebus,azureservicebus,True,False,False,
strict-rfc3339,strictrfc3339,True,False,False,
pox,poo,True,False,False,
pox,pow,True,False,False,
pox,fox,True,False,False,
pox,ptx,True,False,False,
pox,mox,True,False,False,
pox,pod,True,False,False,
pox,ox,True,False,False,
pox,px,True,False,False,
pox,pog,True,False,False,
marshmallow-sqlalchemy,marshmallowsqlalchemy,True,False,False,
antlr4-python3-runtime,antlr4python3runtime,True,False,False,
antlr4-python3-runtime,antlr4-python2-runtime,True,False,False,
murmurhash,murmurhash3,True,False,False,
cymem,cimem,True,False,False,
azure-mgmt-iothub,azuremgmtiothub,True,False,False,
azure-mgmt-containerservice,azuremgmtcontainerservice,True,False,False,
python-utils,pythonutils,True,False,False,
python-utils,python3-utils,True,False,False,
marshmallow-enum,marshmallowenum,True,False,False,
torchvision,torchfusion,True,False,False,
progressbar2,progressbar33,True,False,False,
progressbar2,progress_bar,True,False,False,
progressbar2,zprogressbar,True,False,False,
progressbar2,progressbar231,True,False,False,
pytest-metadata,pytestmetadata,True,False,False,
email-validator,emailvalidator,True,False,False,
plac,plc,True,False,False,
plac,plan,True,False,False,
plac,pyac,True,False,False,
plac,play,True,False,False,
plac,prac,True,False,False,
plac,plsc,True,False,False,
plac,plat,True,False,False,
argh,argv,True,False,False,
argh,argp,True,False,False,
google-cloud-firestore,googlecloudfirestore,True,False,False,
pytest-html,pytesthtml,True,False,False,
pyperclip,pypyclip,True,False,False,
pyperclip,pypecli,True,False,False,
pyperclip,pypiclip,True,False,False,
ppft,ppvt,True,False,False,
ppft,ppxt,True,False,False,
dateparser,ditaparser,True,False,False,
dateparser,aleparser,True,False,False,
ratelimit,rratelimit,True,False,False,
ratelimit,pyratelimit,True,False,False,
pytest-django,pytestdjango,True,False,False,
deprecation,deprecator,True,False,False,
pypika,pyprika,True,False,False,
pypika,xpypika,True,False,False,
click-plugins,clickplugins,True,False,False,
cx-oracle,cxoracle,True,False,False,
blis,bls,True,False,False,
blis,blist,True,False,False,
blis,clis,True,False,False,
blis,blns,True,False,False,
apscheduler,rqscheduler,True,False,False,
apscheduler,tgscheduler,True,False,False,
apscheduler,pyscheduler,True,False,False,
azure-identity,azureidentity,True,False,False,
zeep,zeek,True,False,False,
zeep,peep,True,False,False,
waitress,witness,True,False,False,
waitress,waitredis,True,False,False,
azure-storage-nspkg,azurestoragenspkg,True,False,False,
avro,aero,True,False,False,
httptools,heptools,True,False,False,
httptools,dtt-tools,True,False,False,
sphinxcontrib-websupport,sphinxcontribwebsupport,True,False,False,
numexpr,numexpr3,True,False,False,
stripe,striped,True,False,False,
google-cloud-monitoring,googlecloudmonitoring,True,False,False,
azure-mgmt-cdn,azuremgmtcdn,True,False,False,
parse,rparse,True,False,False,
parse,purse,True,False,False,
parse,parst,True,False,False,
parse,oparse,True,False,False,
parse,parsem,True,False,False,
parse,vparse,True,False,False,
lunardate,pylunardate,True,False,False,
itypes,stypes,True,False,False,
itypes,xtypes,True,False,False,
tifffile,tiffile,True,False,False,
azure-mgmt-loganalytics,azuremgmtloganalytics,True,False,False,
scikit-build,scikitbuild,True,False,False,
azure-cli-core,azureclicore,True,False,False,
apispec,pispec,True,False,False,
grpcio-gcp,grpciogcp,True,False,False,
semver,semvar,True,False,False,
